"ID_CARGO";"ID_ENTIDAD";"ORDEN";"CARGO";"FECHA_INI";"FECHA_FIN";"NOMBRE";"EDIFICIO";"DIRECCION";"CP";"LOCALIDAD";"PROVINCIA";"TELEFONO";"BIOGRAFIA";"FOTO_PATH";"FOTO_NOMBRE";"EMAIL";"PUBLICADO";"COOR_X";"COOR_Y";"PAGINA_WEB";"PAGINA_WEB_TITULO";"RNUM";
"3043";"3044";"1";"Consejera";"2019-07-07 00:00:00";"";"María Eugenia Díaz Calvo";"Edificio Pignatelli";"Paseo de María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976716690   ";"Tarazona (1990). Diputada en las Cortes de Aragón y portavoz del Grupo Parlamentario Podemos Aragón durante la IX Legislatura, así como portavoz de la Comisión de Innovación, Investigación y Universidad. Graduada en Filosofía por la Universidad de Zaragoza. Especializada en pensamiento político contemporáneo durante 2012/2013 cursando el Máster en Estudios Avanzados, del cual recibió el Premio Extraordinario, con una tesina orientada hacia la búsqueda de nuevas formas de provocar y continuar la adhesión colectiva a un proyecto político constituyente. Comenzó un doctorado en la Universidad de Barcelona para ahondar en esta investigación que abandonó cuando prometió el cargo de diputada en 2015. Colaboradora como ponente experta en filosofía en el Proyecto Encarnaciones, coordinadora de la mesa Crisis de la corporalidad y del sujeto identitario en el LII Congreso de Filosofía Joven: Filosofía y presente: Pensar la crisis. Ha publicado en distintas revistas de filosofía y ciencias sociales.

Dentro de Podemos Aragón ha ostentado el cargo de Secretaria General de Podemos Zaragoza desde el 2015 al 2017, año en el que pasó a ocupar el cargo de Secretaria de Comunicación del partido a nivel autonómico.";"/compartido/app/organigrama/WhatsApp Image 2019-08-05 at 12.51.35 PM.jpeg";"WhatsApp Image 2019-08-05 at 12.51.35 PM.jpeg";"consejeraciencia@aragon.es";"1";"0.0";"0.0";"";"";"858";
"3137";"3096";"11";"Asesor de Medios de Comunicación";"2019-08-09 00:00:00";"";"Isabel Fredes Ballabriga";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976716556   ";"Barbastro (1990). Graduada en Periodismo por la Universidad Carlos III de Madrid. Desde 2012 hasta la actualidad ha desarrollado su trabajo como redactora-locutora en el grupo Radio Huesca ? Cadena Ser, primero en la emisora de Barbastro-Aínsa, donde ya había realizado prácticas durante sus años de formación universitaria, y más tarde en Radio Jaca. Desde julio de 2012 y hasta su incorporación laboral en Radio Huesca, continuó formándose como becaria en Heraldo de Aragón, primero en Zaragoza y después en Huesca. ";"";"";"ifredes@aragon.es";"1";"0.0";"0.0";"";"";"859";
"633";"601";"1";"DIRECTOR GENERAL DE LA CORPORACIÓN ARAGONESA DE RADIO Y TELEVISIÓN";"";"";"Jesús López Cabeza";"";"Calle Poetisa María Zambrano, 2";"50018";"Zaragoza";"Zaragoza";"876256650   ";"Licenciado en Ciencias Económicas y Empresariales por la Universidad de Zaragoza, Master en Investigación en Comunicación por la Universidad de Vigo y Diplomado en Comunidades Europeas por el Ministerio de Asuntos Exteriores. Ha cursado estudios de Especialización en Inspección de Entidades de Crédito y Ahorro en el Centro de Formación del Banco de España, es Auditor de Cuentas inscrito en el registro Oficial de Auditores de Cuentas, Auditor de Sistemas de Calidad por AENOR y Evaluador del Premio Europeo a la Calidad para la PyME por la Asociación Española para la Calidad y la European Foundation Quality Management. Ha sido Profesor asociado del Departamento de Organización y Dirección de Empresas de la Universidad de Zaragoza y director del Master .en Liderazgo y Administración Pública en la Universidad San Jorge.
Procedente de los Medios de Comunicación Social del Estado se incorpora en 1982 a la Delegación de Zaragoza del Ministerio de Cultura, siendo transferido a la Diputación General de Aragón en 1984 dónde se incorpora a la Consejería de Economía y Hacienda donde es nombrado Jefe de Área de Análisis Económico y Financiero. En 1990 trabajó en una empresa multinacional del sector de la alimentación  y en 1991 se incorpora al Instituto Aragonés de Fomento (IAF) como Subdirector Gerente, en 2005 fue nombrado Director General de la CARTV hasta 2007, regresando al IAF  hasta 2011 cuando es nuevamente nombrado Director General de la CARTV.
A lo largo de su trayectoria profesional ha sido miembro de los Consejos de Administración de 12  empresas de diversos sectores (tecnologías de la información y comunicación, turismo, agroalimentarias y financieras). Ha colaborado en varias publicaciones sobre planificación estratégica y desarrollo territorial.
";"";"";"";"1";"";"";"";"";"860";
"598";"618";"1";"DELEGADO TERRITORIAL DE HUESCA";"";"";"José Luis Moret Ramírez";"";"Plaza Cervantes, 1";"22003";"Huesca";"Huesca";"974293134   ";"Nacido en Fraga (Huesca) en 1961, cursó estudios de Derecho. Fue concejal del Ayuntamiento de Fraga, Alcalde de dicha localidad de 2007 a 2011 y diputado en las Cortes de Aragón por la provincia de Huesca desde 2007. ";"";"";"";"1";"";"";"";"";"861";
"799";"823";"1";"JEFE/A DEL SERVICIO DE EVALUACIÓN Y ACREDITACIÓN SANITARIA";"";"";"Federico Eduardo Arribas Monzón";"";"Vía Univérsitas, 36";"50017";"Zaragoza";"Zaragoza";"976714767   ";"";"";"";"";"1";"";"";"";"";"862";
"887";"621";"0";"Jefe/a de Servicio de Asuntos Administrativos";"";"";"Miguel Ángel Gil Condón";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714164   ";"";"";"";"";"1";"";"";"";"";"863";
"2328";"2096";"18";"Asesora de Medios de Comunicación";"2018-08-23 00:00:00";"";"María de las Mercedes Navarro Gajón";"Edificio de la Avenida de Ranillas";"Avenida de Ranillas, 5 D";"50071";"Zaragoza";"Zaragoza";"976713429   ";"Zaragoza (1988). Licenciada en Periodismo por la Universidad San Jorge de Zaragoza. Posee el título de Experto en Protocolo y Organización de Actos de la Universidad San Jorge y un máster en Dirección de Marketing y Comunicación Digital por la Universidad Rey Juan Carlos de Madrid. Además, posee estudios en fotografía y un Advance Diploma for Media & Art tras una estancia de un año en Londres. Ha trabajado durante dos años en iAragon Comunicación Multimedia y durante un año y medio como periodista freelance en Heraldo de Aragón. Durante el 2015 ha disfrutado de la beca de formación en materia de periodismo del Gobierno de Aragón en su Gabinete de Comunicación";"";"";"mnavarrog@aragon.es ";"1";"";"";"";"";"864";
"2060";"2052";"1";"Directora General de Justicia e Interior";"2015-07-22 00:00:00";"2019-08-09 00:00:00";"María Ángeles Júlvez León";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976713229   ";"Cariñena (1963). Licenciada en Derecho por la UNED, especialista en Derecho Foral Aragonés. Curso de postgrado en Sociología en motivación de equipos y absentismo laboral; secretaria judicial desde 1993 y desde 2006, responsable de la implementación de las herramientas de modernización de la Administración de Justicia en Zaragoza y Provincia. Experta en Cooperación Internacional. Ha realizado proyectos de la UE en Letonia, Mozambique, Bolivia, Argentina y Rumania. Directora de cursos de formación inicial de secretarios judiciales en el Centro de Estudios Jurídicos (gestión de equipos); ponente de numerosos cursos de formación inicial y continua de secretarios judiciales y de jueces en la Escuela Judicial. Experta en Mediación, coordinadora en Aragón del Grupo de Protocolos de derivación promovido por el GEMME (Grupo de Magistrados Europeos para la Mediación); profesora del Máster de Mediación. Publicados numerosos artículos sobre Nueva  Oficina Judicial (NOJ)  en revistas especializadas y coautora del Manual de Puesto y de Procedimientos para el despliegue de la NOJ.";"";"";"majulvez@aragon.es";"1";"0.0";"0.0";"";"";"865";
"2377";"2311";"1";"Jefa de Servicio de Garantías en el Ejercicio de los Derechos de los Usuarios";"2016-02-16 00:00:00";"";"Ana María Sesé Chaverri";"Edificio de la Vía Univérsitas";"Vía Univérsitas, 36";"50071";"Zaragoza";"Zaragoza";"976714000   ";"";"";"";"";"1";"";"";"";"";"866";
"2440";"2372";"1";"Jefe de Servicio de Régimen Jurídico y Coordinación Administrativa";"2018-05-13 00:00:00";"";"Diego Ferrández García";"Edificio del Paseo María Agustín";"Paseo María Agustín, 16";"50071";"Zaragoza";"Zaragoza";"";"";"";"";"";"1";"";"";"";"";"867";
"185";"234";"1";"Servicio de Gestión de Personal Docente y Salud Laboral";"";"";"";"";"Calle Alcalde Gómez Laguna, 25";"50009";"Zaragoza";"Zaragoza";"976714959   ";"";"";"";"";"1";"";"";"";"";"868";
"650";"642";"1";"Jefe/a del Servicio de Clasificación y Provisión de Puestos de Trabajo";"";"";"Oscar Ramón Embid Ibañez";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714177   ";"";"";"";"";"1";"";"";"";"";"869";
"2045";"2046";"1";"Secretario General Técnico";"2015-08-06 00:00:00";"2019-08-09 00:00:00";"Julio César Tejedor Bielsa";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714000   ";"Doctor en Derecho por la Universidad de Zaragoza (1997) ocupa plaza de Profesor Titular de Universidad en la misma Universidad y cuenta con acreditación nacional a Catedrático de Universidad (2015). Ha impartido docencia en la Universidad de Zaragoza desde 1992. 
Autor de siete monografías sobre contratación pública, derecho urbanístico, de vivienda y Estado autonómico, entre otros temas, de más noventa publicaciones científicas y coordinador de dos volúmenes colectivos, sobre la última reforma bancaria y sobre la corrupción en España, y dos monografías de la Revista aragonesa de Administración Pública, sobre regeneración urbana y sobre contratación pública. Ha participado en trece proyectos de investigación competitivos sobre rehabilitación, medio ambiente, urbanismo, vivienda, ordenación del territorio, entre otras materias. 
Ha desarrollado una intensa actividad de transferencia de investigación y redactado numerosos anteproyectos normativos. Es vocal de la Junta Consultiva de Contratación Administrativa de Aragón en representación de los órganos de contratación del sector público autonómico aragonés (2017-). Fue Director General de Vivienda y Rehabilitación (2003-2005 y 2009-2011) y Director General de Urbanismo (2005-2007). Actualmente es Secretario General Técnico de la Presidencia del Gobierno de Aragón (2015-).
";"";"";"sgtlapresidencia@aragon.es";"0";"0.0";"0.0";"";"";"870";
"693";"694";"1";"Jefe/a del Servicio de Gestión de Infraestructuras Turísticas";"";"";"Emilio Faci Lérida";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714823   ";"";"";"";"";"1";"";"";"";"";"871";
"718";"736";"1";"JEFE/A DEL SERVICIO DE RÉGIMEN JURÍDICO Y REGISTROS";"";"";"Juan Carlos Lafuente Tena";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714436   ";"";"";"";"";"1";"";"";"";"";"872";
"824";"854";"1";"JEFE/A DEL SERVICIO DE COMERCIO EXTERIOR, FERIAS Y ARTESANÍA";"";"";"Jesús Santander Lobera";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714732   ";"";"";"";"";"1";"";"";"";"";"873";
"2427";"2358";"0";"Jefa de Servicio de Promoción Económica";"";"";"Sonia Pilar Moros Peña";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714718   ";"";"";"";"";"1";"";"";"";"";"874";
"2458";"2356";"0";"Director del Servicio Provincial de Zaragoza del Departamento de Economía, Industria y Empleo";"";"2019-08-09 00:00:00";"Luis Fernando Simal Domínguez";"Edificio del Paseo Fernando el Católico";"Paseo Fernando el Católico, 63-65";"50006";"Zaragoza";"Zaragoza";"976714093   ";"";"";"";"";"1";"0.0";"0.0";"";"";"875";
"2484";"2115";"1";"Director Gerente";"2018-07-27 00:00:00";"2019-08-09 00:00:00";"Luis Callén Sevilla";"";"Ramón Salanova, 1";"50071";"Zaragoza";"Zaragoza";"900102841   ";"";"";"";"bsta@aragon.es";"1";"0.0";"0.0";"";"";"876";
"3108";"3118";"1";"Delegado Territorial del Gobierno de Aragón en Teruel ";"2019-08-29 00:00:00";"";"Benito Ros Corella";"";"Calle San Francisco, 1";"44001";"Teruel";"Teruel";"978641002   ";"(Alcalá de la Selva, 1951). Es empresario del sector de la hostelería. Realizó sus estudios de Formación Profesional en Zaragoza y su primer contacto con la política se remonta a 1979, cuando fue elegido concejal del Ayuntamiento de Alcalá de la Selva, en las listas de UCD y diputado provincial desde 1981 hasta 1987 y desde 1995 hasta 1999. En 1983 se convirtió en alcalde de la localidad turolense hasta 2003, cuando volvió a ser concejal. También ha ejercido como diputado en las Cortes de Aragón por el Partido Aragonés entre 1987 y 1995. También ha formado parte de la ejecutiva de la Federación Española de Municipios y Provincias y desempeñó el cargo de director general de Turismo entre 2003 y 2006. Fundó y presidió la Asociación Aragonesa de Municipios (ASAM) y la Mancomunidad de la Sierra de Gúdar. Desde 2015 es presidente de la Asociación de Desarrollo Gúdar-Javalambre y Maestrazgo (AGUJAMA) y forma parte, como Secretario de la Junta Directiva, de la Red Aragonesa de Desarrollo Rural y ostenta la Secretaria de la Fundación ?Abraza la Tierra?.
";"";"";"";"1";"0.0";"0.0";"";"";"877";
"2523";"2423";"1";"Director";"";"";"Julio Serrano Sanz";"Edificio de Paseo de María Agustin";"Paseo de María Agustín, 20";"50071";"Zaragoza";"Zaragoza";"";"";"";"";"";"0";"";"";"";"";"878";
"2538";"2439";"0";"Directora General de Interior y Protección Civil";"2020-02-27 00:00:00";"";"María Carmen Sánchez Pérez";"Edificio Pignatelli";"Paseo de María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714000   ";"";"";"";"";"1";"0.0";"0.0";"";"";"879";
"3219";"3160";"0";"Jefe Servicio de Asistencia, Liquidación y Recaudación Tributaria";"2015-12-10 00:00:00";"";"Miguel Ángel Martínez Marco";"Edificio de la Calle Joaquín Costa ";"Calle Joaquín Costa, 18";"50071";"Zaragoza";"Zaragoza";"976714000   ";"";"";"";"";"1";"";"";"";"";"880";
"3093";"3068";"1";"Director General de  Tributos";"";"";"Francisco Pozuelo Antoni";"Edificio de la Calle Joaquín Costa ";"Calle Joaquín Costa, 18";"50071";"Zaragoza";"Zaragoza";"976714278   ";"Zaragoza (1964). Licenciado en Derecho por la Universidad de Zaragoza (1987), pertenece al Cuerpo de Inspectores de Hacienda del Estado, en el que ingresó por oposición en 1989. Es también interventor y auditor del Estado desde 1990. Ha desempeñado desde 1989 su labor profesional en la Administración pública, como inspector de tributos en la AEAT y como inspector jefe en la Dirección General de Tributos del Gobierno de Aragón. Cuenta con libros sobre fiscalidad de instituciones civiles aragonesas y tributación de no residentes. Publica también habitualmente trabajos y artículos en revistas especializadas en Derecho Tributario. Ha impartido cursos y conferencias, tanto en instituciones públicas (Universidad de Zaragoza, Instituto Aragonés de Administración Pública), como en colegios profesionales o instituciones privadas.";"";"";"secretariatributos@aragon.es";"1";"";"";"";"";"881";
"3392";"3325";"1";"Jefa de Servicio de Política de Personal";"2016-02-16 00:00:00";"";"";"Edificio de la Plaza de la Convivencia";"Plaza de la Convivencia, 2";"50071";"Zaragoza";"Zaragoza";"876764000   ";"";"";"";"";"1";"0.0";"0.0";"";"";"882";
"3335";"3266";"1";"Directora del Servicio Provincial de Educación, Cultura y Deporte de Zaragoza";"2015-12-23 00:00:00";"";"Isabel Casbas Arbués Castán";"Edificio de la Avenida Juan Pablo II";"Avenida Juan Pablo II, 20";"50009";"Zaragoza";"Zaragoza";"97671400    ";"Huesca el 5 de mayo de 1971.
Licenciada en Geografía e Historia (Especialidad de musicología) por la Universidad de Salamanca en 1995
CAP por la Universidad de Zaragoza en el curso 1995/96
Estudios Musicales Profesionales en el Conservatorio de Teruel.
Profesora de Enseñanza Secundaria desde el curso 1996/1997 
Destino en IES Gallicum de Zuera desde el curso 1997/98 
Destino en el IES Pablo Serrano de Zaragoza desde el curso 2008/9, que nunca he ocupado por estar en Comisión de Servicios en la Dirección del IES Gallicum de Zuera
Jefa de Estudios en el IES Gallicum de Zuera desde el curso 2004/5 hasta el curso 2007/8
Directora del IES Gallicum de Zuera desde el curso 2008/9
Presidenta de ADIZAR (Asociación de Directores de Zaragoza) desde el 2010 hasta el 2012 
Presidenta de ADIARAGON (Asociación de Directores de Instituto de Aragón) desde el 2012, cargo que ocupé hasta mi nombramiento como directora provincial de Educación). Durante este periodo, fui también miembro de la comisión permanente de Directores de FEDADI (Federación de Asociaciones de Directores de Secundaria Nacional).
";"";"";"";"1";"0.0";"0.0";"";"";"883";
"2042";"2043";"1";"Consejero";"2015-07-06 00:00:00";"2019-07-06 00:00:00";"Joaquín Olona Blasco";"Edificio de la Plaza San Pedro Nolasco";"Plaza San Pedro Nolasco, 7";"50071";"Zaragoza";"Zaragoza";"976714347   ";"<p>Zaragoza (1959). Ingeniero Agrónomo por la Universidad Politécnica de Madrid. Ha desarrollado toda su actividad en el sector privado desempeñando tareas técnicas y directivas relacionadas con la consultoría de desarrollo rural, regional y agroalimentaria. </p>
<p><p>
Ha trabajado durante más de 30 años en la evaluación de las actuaciones públicas y privadas vinculadas con los fondos europeos, así como con otras instituciones internacionales como el Banco Interamericano de Desarrollo, la Fundación Internacional Iberoamericana de Administración y Políticas Públicas o la Cooperación Holandesa. Desde 2009 hasta su nombramiento, ha sido decano del Colegio Oficial de Ingenieros Agrónomos de Aragón, Navarra y el País Vasco.</p>";"/compartido/app/organigrama/Olona.jpg";"Olona.jpg";"gabinetedrs@aragon.es";"1";"0.0";"0.0";"";"";"884";
"2571";"3096";"24";"Asesora de medios de comunicación";"2019-11-14 00:00:00";"";"Sara María Comín Galochino";"Edificio Pignatelli";"Paseo de María Agustín, 36";"50004";"Zaragoza";"Zaragoza";"";"";"";"";"";"1";"0.0";"0.0";"";"";"885";
"2575";"3417";"1";"Director";"";"";"Juan José Generelo Lanaspa";"Edificio de Vidal de Canellas";"Vidal de Canellas, 2";"22001";"Huesca";"Huesca";"974239880   ";"";"";"";"ahphuesca@aragon.es";"1";"0.0";"0.0";"";"";"886";
"2576";"3418";"0";"Director";"";"";"";"Edificio de Ronda de Dámaso Toran";"Ronda de Dámaso Toran";"44003";"Teruel";"Teruel";"978608387   ";"";"";"";"archivoteruel@aragon.es";"1";"0.0";"0.0";"";"";"887";
"2577";"3419";"1";"Directora";"";"";"Teresa Iranzo Muñío";"Edificio de Dormer";"Dormer, 6-8";"50071";"Zaragoza";"Zaragoza";"976397566   ";"";"";"";"ahpz@aragon.es";"1";"0.0";"0.0";"";"";"888";
"2578";"3416";"1";"Directora";"";"";"Lorena García Lozano";"Edificio de Avenida de los Pirineos";"Avenida de los Pirineos, 2";"22004";"Huesca";"Huesca";"974293330   ";"";"";"";"bibliohuesca@aragon.es";"1";"0.0";"0.0";"";"";"889";
"2579";"3420";"1";"Directora";"";"";"María del Mar Sarto García";"Edificio de Plaza de Pérez Prado";"Plaza de Pérez Prado, 3";"44001";"Teruel";"Teruel";"978641430   ";"";"";"";"bibliotecateruel@aragon.es";"1";"0.0";"0.0";"";"";"890";
"2582";"3422";"1";"Director";"";"";"Isidro Aguilera Aragón";"Edificio de Plaza de Los Sitios";"Plaza de Los Sitios, 6";"50001";"Zaragoza";"Zaragoza";"976222181   ";"";"";"";"museoza@aragon.es";"1";"0.0";"0.0";"";"";"891";
"2394";"2327";"1";"Jefe de Servicio de Selección y Provisión";"2016-02-16 00:00:00";"";"Ernesto Francés Lario";"Edificio de la Plaza de la Convivencia";"Plaza de la Convivencia, 2";"50071";"Zaragoza";"Zaragoza";"976764000   ";"";"";"";"";"1";"";"";"";"";"892";
"2421";"2352";"1";"Jefe de Servicio de Intermediación";"2017-06-02 00:00:00";"";"Pedro Arrufat Carilla ";"Edificio de la Avenida Ramón Sainz de Varanda ";"Avenida Ramón Sainz de Varanda, 15";"50071";"Zaragoza";"Zaragoza";"976715765   ";"";"";"";"";"1";"";"";"";"";"893";
"2495";"2396";"1";"Presidente";"";"";"Rogelio Altisent Trota";"Edificio de la Vía Universitas";"Vía Universitas, 36";"50071";"Zaragoza";"Zaragoza";"976715272   ";"";"";"";"";"1";"0.0";"0.0";"";"";"894";
"2496";"2397";"1";"Presidente";"";"";"José Bermejo Vera";"Edificio de la Calle Joaquín Costa";"Calle Joaquín Costa, 18";"50001";"Zaragoza";"Zaragoza";"976714703   ";"";"";"";"consejoconsultivo@aragon.es";"1";"0.0";"0.0";"";"";"895";
"3162";"3042";"2";"Jefa de Gabinete";"2019-08-19 00:00:00";"";"Yolanda Bueno Díaz";"Edificio de Plaza del Pilar";"Plaza de Nuestra Señora del Pilar, 3";"50071";"Zaragoza";"Zaragoza";"976715296   ";"Zaragoza (1969). Diplomada en Trabajo Social (Escuela Universitaria San Vicente de Paúl), Máster en Dirección de los Recursos Humanos en la Empresa (UNED). Ha sido jefa de gabinete del Departamento de Educación, Cultura y Deporte (2008-2011), jefa de gabinete del Departamento de Ciencia, Tecnología y Universidad (2006-2008) y concejal del Ayuntamiento de Zaragoza (1999-2003). La mayor parte de su vida laboral fuera de la política la ha dedicado a la coordinación de equipos humanos de distintas características y en distintos ámbitos: tiempo libre, salud, cooperación, juventud y movimientos vecinales.";"";"";"ybueno@aragon.es";"1";"0.0";"0.0";"";"";"896";
"3122";"3096";"2";"Asesora de Medios de Comunicación";"2019-08-09 00:00:00";"";"Esther López Chamorro";"Edificio Pignatelli";"Paseo de María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976713115   ";"Nació en Baracaldo (Vizcaya) en 1968. Es licenciada en Ciencias de la Información, rama de periodismo por la Universidad del País Vasco. En 1991 entró a trabajar como becaria en la delegación de ABC Aragón donde más tarde ejerció como redactora en el área de municipal del diario. En 1995 entró en el gabinete de prensa de la Diputación Provincial de Zaragoza, puesto en el que permaneció durante 16 años. Desde 2014 ha trabajado como periodista en el grupo parlamentario socialista en las Cortes de Aragón. ";"";"";"echamorro@aragon.es";"1";"0.0";"0.0";"";"";"897";
"3167";"3041";"2";"Jefe de Gabinete";"2019-09-08 00:00:00";"";"Daniel Lostao Sanjuán";"Edificio Pignatelli";"Paseo de María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976713139   ";"Villamayor de Gallego, 1980. Máster en Dirección de Comunicación Corporativa por la Universidad de Barcelona y Licenciado en Derecho por la Universidad de Zaragoza. Ha realizado el posgrado en Dirección de Campañas Electorales la Universidad Pontificia de Comillas y colaborado con diferentes medios de comunicación. Activista juvenil, ha participado en organizaciones juveniles, a través de las que ha sido presidente del Consejo de la Juventud de Zaragoza, del Consejo Nacional de la Juventud de Aragón; y responsable de Finanzas y coordinador interno del Consejo de la Juventud de España, siendo posteriormente el presidente de este último. Ha desarrollado su trayectoria en el ámbito agroalimentario y en el ámbito de la consultoría de administración pública y jurídica para diferentes organizaciones, empresas y organismos e instituciones estatales e internacionales. Actualmente es concejal del Ayuntamiento de Villamayor de Gállego.";"";"";"gabinetevtmyv@aragon.es ";"1";"0.0";"0.0";"";"";"898";
"3407";"3339";"0";"Director Provincial del Instituto Aragonés de Servicios Sociales (IASS) en Huesca";"2016-10-20 00:00:00";"";"Eloy Jesús Torre Calvo";"Edificio de la Avenida Juan XXIII";"Avenida Juan XXIII, 2";"22003";"Huesca";"Huesca";"974293333   ";"";"";"";"";"1";"0.0";"0.0";"";"";"899";
"3413";"3345";"0";"Director del Centro de Sanidad y Certificación Vegetal";"";"";"Emilio Betrán Escartín";"";"Avenida de Montañana, 1005";"50059";"Montañana";"Zaragoza";"976716381   ";"";"";"";"";"1";"";"";"";"";"900";
"3420";"3351";"1";"Jefe de Servicio de Gestion Energética ";"2017-06-02 00:00:00";"";"Eduardo Pérez Lacosta";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976714747   ";"";"";"";"";"1";"";"";"";"";"901";
"3422";"3096";"19";"Asesor de Medios de Comunicación";"2019-08-09 00:00:00";"";"José María Rodríguez Morais ";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"";"Nacido en Zaragoza en 1978. Licenciado en Periodismo por la Universidad de Navarra. CAP por la Universidad de Zaragoza y posgrado en Community Management en la UNEHa trabajado en radio (Radio Nacional de España en Zaragoza), agencia (EFE en Zaragoza) y prensa escrita (El Periódico de Aragón). La mayor parte de su vida laboral la ha desarrollado en Heraldo de Aragón (2001-2017), donde ha sido redactor de Opinión, Cierre, Local y, durante ocho años, encargado de la contraportada del periódico, labor que le valió un reconocimiento de la Asociación de Periodistas de Aragón en su entrega de premios de 2016. Además, ha sido colaborador en Onda Cero, Huffington Post o Europa FM.";"";"";"";"1";"0.0";"0.0";"";"";"902";
"3428";"3361";"0";"Director del Instituto Aragonés de Estadística (IAEST)";"";"";"Alfredo Peris Beamonte";"Edificio de la Calle Bernardo Ramazzini";"Calle Bernardo Ramazzini, 5";"50071";"Zaragoza";"Zaragoza";"976713183   ";"";"";"";"";"1";"0.0";"0.0";"";"";"903";
"3139";"3096";"17";"Asesor de Medios de Comunicación ";"2019-08-09 00:00:00";"";"Eduardo Cariñena Burbano";"Edificio Pignatelli";"Paseo María Agustín, 36";"50071";"Zaragoza";"Zaragoza";"976815410   ";"Nacido en Zaragoza en 1985. Licenciado en Ciencias Políticas y de la Administración por la Universidad Complutense de Madrid, estancia Erasmus en la Universidad de Copenhagen. Estudios Latinoamericanos y en cooperación internacional. Estudios Community Manager. Prácticas en Zaragoza Activa, dinamización, programación y coordinación en Made in Zaragoza (Programa de apoyo al emprendimiento creativo). Beca en el Parlamento Europeo (Bruselas) desarrollando labores de social media para la oficina de prensa de delegación española SÚltimamente ha desarrollado su actividad como autónomo para distintas instituciones a nivel local, organizaciones sociales y políticas, fundaciones y empresas privadas en los campos de la organización de eventos de innovación y la comunicación política e institucional.";"";"";"";"1";"0.0";"0.0";"";"";"904";
"3141";"3122";"1";"Director Gerente del Servicio Aragonés de Salud ";"2020-10-30 00:00:00";"";"José María Arnal Alonso";"Edificio de la Plaza de la Convivencia";"Plaza de la Convivencia, 2";"50071";"Zaragoza";"Zaragoza";"876764000   ";"Médico especialista en Salud Pública y Medicina Preventiva, Licenciado en Medicina por la Universidad de Zaragoza, doctor por la Universidad de Granada, y Máster en Gestión de Políticas de Salud por la Universidad de Yale (Estados Unidos). A lo largo de su carrera ha desempeñado responsabilidades en la gestión de los servicios de salud de Andalucía, La Rioja y País Vasco, y ha participado en proyectos con instituciones internacionales en Europa e Iberoamérica. En Aragón, ha sido director de Coordinador Asistencial del Salud y Director Gerente del 061, y de los hospitales de Huesca y Calatayud. Funcionario del Cuerpo de Médicos Titulares del Estado.";"";"";"dgerencia@salud.aragon.es";"1";"0.0";"0.0";"";"";"905";
"2472";"2063";"2";"Director General de Industria, Pymes, Comercio y Artesanía";"2015-07-22 00:00:00";"2017-11-29 00:00:00";"Fernando Fernández Cuello";"";"";"";"";"";"";"";"";"";"";"1";"0.0";"0.0";"";"";"906";
"2500";"2403";"1";"Presidente";"";"";"Francisco Javier García Ramos";"Edificio de la Plaza San Pedro Nolasco";"Plaza San Pedro Nolasco, nº 7, 3ª planta";"50071";"Zaragoza";"Zaragoza";"976713243   ";"";"";"";"cpn@aragon.es   ";"1";"0.0";"0.0";"";"";"907";
"2516";"2416";"1";"Directora";"";"";"Lorena García Lozano";"Edificio de Avenida de los Pirineos";"Avenida de los Pirineos, 2";"22071";"Huesca";"Huesca";"";"";"";"";"";"0";"";"";"";"";"908";
"2525";"2426";"1";"Director";"";"";"Juan Manuel Urbiego Castillo";"Edificio de Monasterio de Samos";"Monasterio de Samos";"50071";"Zaragoza";"Zaragoza";"";"";"";"";"";"0";"";"";"";"";"909";
